countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,pl_gdpo_old,nom_p,nom_pp,pl_gdpe_old,nominal_gdpe,nominal_gdpo,nominal_gdp
JAM,Jamaica,Jamaican Dollar,1982,7562.3433,8385.015,2.200377,0.70018685,,2.1501915,7167.5938,7344.937,28023.672,0.43936047,7653.718018258537,21873.188,1.0810331,0.5813319,1.781419999,0.52226514,0.50965506,2,0,0,0,,,0.71944445,0.16718133,0.176836,0.17127849,-0.3145933,0.079853036,0.5045818364401244,0.5575707062750923,0.5608303769143894,0.5875731,0.5947047,0.6150479,0.9239127,0.5560174,0.5560174,0.93929636,6.732495e9,6.786081e9,6.786081e9
JAM,Jamaica,Jamaican Dollar,1983,7770.098,8638.6455,2.236865,0.71992034,,2.1741517,7356.7134,7650.6587,26340.963,0.4499627,7828.664751273262,21887.496,1.0813978,0.54941654,1.932217499,0.55917084,0.537687,2,0,0,0,,,0.732349,0.1640418,0.15692769,0.16409348,-0.31601977,0.09860777,0.5301638312826273,0.6393681481984973,0.6107077311880366,0.5833243,0.63299155,0.74072164,0.9370925,0.57610327,0.57610327,0.9706087,7.14049e9,7.1693747e9,7.1693747e9
JAM,Jamaica,Jamaican Dollar,1984,7953.4243,8500.189,2.270069,0.76437247,,2.1983786,7485.0176,7535.454,25231.846,0.4273958,7761.749641408002,21816.807,1.0344069,0.5034306,3.942804166416666,0.36042002,0.35800767,2,1,0,0,,,0.7491381,0.15078257,0.13664317,0.21777526,-0.35882366,0.10448453,0.3320948836113985,0.48109926209817383,0.3825442692591676,0.45504567,0.42387027,0.5830912,0.60100037,0.5961006,0.5961006,0.6046295,4.5256627e9,4.528811e9,4.528811e9
JAM,Jamaica,Jamaican Dollar,1985,7106.1216,7647.4097,2.2972319999999997,0.774429,,2.2228756,6745.4194,6849.9424,24501.166,0.38646954,7401.375495500675,21755.066,0.97612077,0.48144943,5.558558333166667,0.3395958,0.33441395,1,1,0,0,0.5545845452715459,,0.7988737,0.16901194,0.13885325,0.18389612,-0.4225006,0.13186559,0.31353380836122136,0.4576541037345519,0.3458397516623116,0.4513524,0.39888605,0.57715446,0.544697,0.609409,0.609409,0.5572543,3.758914e9,3.7311432e9,3.7311432e9
JAM,Jamaica,Jamaican Dollar,1986,8072.8877,8199.775,2.317284,0.8185167,1864.82,2.2457325,7687.5796,7745.059,23686.83,0.43052036,7525.9343445976065,21609.432,0.9656886,0.4630562,5.47783333325,0.37498894,0.37220603,2,1,0,0,,,0.6853044,0.12651661,0.13167512,0.15359385,-0.27775508,0.18066506,0.35413007820009557,0.4760923335414913,0.38640662642949647,0.49667075,0.45048618,0.61719424,0.59271353,0.6239709,0.6239709,0.6009718,4.6200187e9,4.5906017e9,4.5906017e9
JAM,Jamaica,Jamaican Dollar,1987,8796.543,9033.767,2.3314269999999997,0.8471518,1893.67,2.2688243,8381.099,8540.7705,22988.488,0.46373716,8107.015000699156,21654.543,1.0177692,0.46626246,5.486666666666667,0.41088447,0.40320286,2,1,0,0,,,0.677404,0.14620559,0.13348219,0.15499704,-0.2892689,0.17718016,0.3853117589948225,0.537248472534219,0.402253573254406,0.53571135,0.49961972,0.72708094,0.6236382,0.6445315,0.6445315,0.63749325,5.3428936e9,5.326351e9,5.326351e9
JAM,Jamaica,Jamaican Dollar,1988,9316.176,9268.481,2.341957,0.8761889,1915.0,2.2921536,8867.724,8875.1,22614.246,0.46185654,8340.920684774992,21852.363,1.0207379,0.4773926,5.488554166666667,0.45375544,0.4533783,2,1,0,0,,,0.7060083,0.16390768,0.14909111,0.16056965,-0.3091085,0.12953177,0.42216687518283835,0.622308039101144,0.41803688101651876,0.5848942,0.5229388,0.8608712,0.67744994,0.66849136,0.66849136,0.6787753,6.019192e9,6.0124355e9,6.0124355e9
JAM,Jamaica,Jamaican Dollar,1989,9457.071,9319.193,2.352279,0.8866644,1972.91,2.315723,8982.131,8894.414,22371.186,0.45437723,8911.329868041521,22219.777,1.0697018,0.48635894,5.744641666666666,0.5141787,0.5192495,2,1,0,0,,,0.73934233,0.19102758,0.14977916,0.18364614,-0.38198864,0.11819346,0.48728653781917264,0.6843541944449794,0.42988355030537684,0.6106741,0.5488644,0.95523846,0.74719274,0.69608426,0.69608426,0.7386731,6.634858e9,6.6458414e9,6.6458414e9
JAM,Jamaica,Jamaican Dollar,1990,10028.745,10091.087,2.364909,0.90278465,1938.22,2.3395345,9567.637,9651.258,21841.219,0.4834892,9397.721516333453,22598.21,1.1030289,0.49532524,7.184025,0.5039762,0.49960965,2,1,0,0,,,0.6883986,0.17185968,0.14725825,0.18837464,-0.34039846,0.14450726,0.4697563839030921,0.7097723914388963,0.42376904627285567,0.62885815,0.58405924,0.98422235,0.6917472,0.7227717,0.7227717,0.69728273,6.6713477e9,6.67623e9,6.67623e9
JAM,Jamaica,Jamaican Dollar,1991,10204.226,10200.76,2.3804469999999998,0.9112517,1947.97,2.3881721,9724.222,9890.813,21269.361,0.4885211,9479.868960817059,22880.533,1.0893737,0.50429153,12.115875,0.4363587,0.42900908,2,1,0,0,,,0.6763699,0.16067117,0.13811007,0.18145922,-0.32442346,0.16781315,0.4129676477768747,0.6130057802367309,0.34540899207746756,0.641152,0.5697581,0.892106,0.5734892,0.7486237,0.7486237,0.5828812,5.668066e9,5.672275e9,5.672275e9
JAM,Jamaica,Jamaican Dollar,1992,11118.151,11390.353,2.398249,0.91311884,1963.45,2.437821,10532.758,11127.864,21138.115,0.52401346,10459.228100608843,23507.717,1.1724824,0.51325786,22.96035,0.39641848,0.37521845,2,1,0,0,,,0.62471503,0.19352484,0.114288226,0.15651225,-0.2770928,0.1880525,0.3762941252757839,0.5255286912694882,0.2877981436408608,0.6030935,0.57527727,0.8220674,0.4898631,0.7694306,0.7694306,0.5152102,5.426584e9,5.45113e9,5.45113e9
JAM,Jamaica,Jamaican Dollar,1993,11558.356,11422.173,2.41808,0.9101773,1951.13,2.488502,10954.642,11103.317,21437.854,0.5076048,10665.000715649892,24134.293,1.1699225,0.5222242,24.94855,0.48887268,0.48232654,2,1,0,0,,,0.6860182,0.20693584,0.15808539,0.16299327,-0.3567165,0.14268377,0.4769959131241606,0.6450990464309689,0.3359099512575959,0.59420526,0.55273455,1.0453147,0.6161684,0.7822588,0.7822588,0.62495005,6.8461036e9,6.841513e9,6.841513e9
JAM,Jamaica,Jamaican Dollar,1994,11790.171,11591.49,2.439337,0.92384243,1958.88,2.5402365,11113.887,11339.447,21850.564,0.49604273,10760.130149728007,24694.59,1.1459898,0.5311905,33.08593333333334,0.4862391,0.476567,2,1,0,0,,,0.67429817,0.19245026,0.15835609,0.17898315,-0.34521383,0.14112622,0.48037747639705153,0.6561763211751656,0.3046739056146074,0.59650505,0.56747246,1.0477748,0.5963422,0.79950017,0.79950017,0.60817885,6.759231e9,6.762191e9,6.762191e9
JAM,Jamaica,Jamaican Dollar,1995,12103.722,11406.494,2.461516,0.95998347,1948.52,2.5821965,11379.0205,11187.495,22265.588,0.4669973,10870.881065044312,25167.957,1.114449,0.54015684,35.14211666666666,0.5751221,0.5849679,2,1,0,0,,,0.7432333,0.18499203,0.17357503,0.19623384,-0.4209241,0.12288989,0.5754404508978832,0.8003658573515489,0.3336997288739041,0.64854014,0.588833,1.2529556,0.7171319,0.81700003,0.81700003,0.7039438,8.010191e9,8.0229094e9,8.0229094e9
JAM,Jamaica,Jamaican Dollar,1996,12549.457,11719.329,2.4846719999999998,0.95306945,1969.26,2.6153524,11756.89,11396.083,22588.459,0.46128786,10904.984996435533,25648.564,1.1050239,0.5491231,37.11955833333333,0.62667286,0.64651364,1,1,0,0,0.5022015164580558,,0.71754086,0.18190393,0.22704272,0.17805678,-0.42021888,0.1156746,0.6456118792515644,0.9095404400055452,0.3401882752998565,0.68347555,0.6089876,1.4101757,0.77775735,0.83141994,0.83141994,0.75373805,8.861615e9,8.863387e9,8.863387e9
JAM,Jamaica,Jamaican Dollar,1997,12587.343,11217.6045,2.508867,0.94750303,1963.95,2.648934,11783.755,10960.018,23259.172,0.42677695,10797.648378874968,26082.846,1.0818363,0.55808944,35.40446666666667,0.7139697,0.7676305,0,1,0,0,,,0.7239736,0.18487838,0.27658695,0.19320685,-0.48132175,0.102676,0.7521173778107159,1.0684720530247758,0.37715805943120584,0.65457976,0.59009063,1.6041937,0.9072466,0.84786505,0.84786505,0.8420794,9.922857e9,9.943438e9,9.943438e9
JAM,Jamaica,Jamaican Dollar,1998,12691.809,11069.085,2.53355,0.943916,1999.21,2.6829467,11849.379,10985.044,23725.432,0.4073529,10665.221530476223,26309.887,1.059169,0.56705576,36.55,0.7377732,0.7958232,0,1,0,0,,,0.7005087,0.15725447,0.30341864,0.18258241,-0.4639774,0.120213255,0.7962828486462171,1.1492630707011604,0.38942537891498236,0.63116276,0.58574665,1.6617668,0.9300446,0.85792595,0.85792595,0.8599497,1.018987e10,1.0216581e10,1.0216581e10
JAM,Jamaica,Jamaican Dollar,1999,12740.416,11120.534,2.558003,0.92527443,1983.45,2.7173963,11960.935,11054.061,23920.365,0.40422356,10770.675049477519,26475.215,1.0710565,0.56076604,39.04351666666667,0.73832166,0.79889363,0,1,0,0,,60.0,0.712314,0.14781928,0.28896636,0.18049452,-0.45607185,0.12647772,0.7975651621339688,1.1536455931968914,0.3798273531185939,0.6211912,0.575952,1.6502489,0.92013335,0.8693464,0.8693464,0.84928364,1.0158225e10,1.017121e10,1.017121e10
JAM,Jamaica,Jamaican Dollar,2000,12723.753,11621.587,2.581648,0.92308736,1963.45,2.7522879,12078.525,11146.065,24374.027,0.39216864,10845.142157560718,26777.729,1.0668582,0.5612095,42.9857,0.7455439,0.80791473,0,1,0,0,,,0.7454309,0.16590786,0.30163062,0.20193656,-0.5047971,0.08989123,0.8075739625768882,1.1425851033847858,0.37385941078941737,0.58094764,0.56725,1.6525538,0.9108218,0.8827083,0.8827083,0.84460956,1.0201638e10,1.0152079e10,1.0152079e10
JAM,Jamaica,Jamaican Dollar,2001,12825.796,11332.358,2.6043209999999997,0.92902505,1970.64,2.769982,12246.948,10861.616,25148.58,0.37992156,10984.050239139217,27253.533,1.0645009,0.55453175,45.99625,0.7507768,0.8465337,0,1,0,0,,,0.7649613,0.19163115,0.32541978,0.19694047,-0.578987,0.10003435,0.8140645416710073,1.1432716050999607,0.37087696764978845,0.5717971,0.54105484,1.6344517,0.9331511,0.8990898,0.8990898,0.835041,1.0226703e10,1.0135529e10,1.0135529e10
JAM,Jamaica,Jamaican Dollar,2002,12895.614,11087.007,2.625968,1.0104901,1970.64,2.7877898,12384.321,10792.644,25809.475,0.35867995,11058.179898455737,27808.914,1.0104923,0.5443791,48.41594166666667,0.78478277,0.90052104,0,1,0,0,,,0.7805459,0.20842817,0.34580535,0.17224923,-0.5947555,0.087726794,0.8567078276133379,1.1811392548016237,0.3835379293826202,0.59390026,0.5519742,1.6971586,0.97672725,0.9110893,0.9110893,0.8613676,1.0667453e10,1.0541469e10,1.0541469e10
JAM,Jamaica,Jamaican Dollar,2003,13330.669,11769.471,2.6462689999999998,1.0393498,1970.64,2.8057122,12907.555,11783.353,26463.168,0.37638816,11463.60796892163,28353.443,1.0189176,0.5510158,57.74087375000001,0.7305985,0.80030197,0,1,0,0,,,0.7418279,0.18658428,0.33046848,0.15649314,-0.52300876,0.10763495,0.8032954951653898,1.1258160611557104,0.3442679723754509,0.64775616,0.5868816,1.5647105,0.85010576,0.93230075,0.93230075,0.7836511,1.011502e10,1.0017096e10,1.0017096e10
JAM,Jamaica,Jamaican Dollar,2004,13301.785,11475.645,2.664897,1.0395265,1970.64,2.8237498,12959.225,11643.099,27746.0,0.36579743,11615.354591357396,28927.576,1.0194321,0.54802674,61.1972,0.78501886,0.8737569,0,1,0,0,,77.77777777777779,0.7627968,0.19066021,0.31799126,0.16904719,-0.5466307,0.106135145,0.8577429408498971,1.212741811813505,0.3541158123439033,0.7140889,0.617977,1.607609,0.90275735,0.95921636,0.95921636,0.81839603,1.0605778e10,1.0510893e10,1.0510893e10
JAM,Jamaica,Jamaican Dollar,2005,13498.843,11719.172,2.681653,1.069401,1970.64,2.8419032,13498.843,11719.172,29519.434,0.36024395,11719.172376588347,29519.434,1.0,0.54119974,62.28071494408369,0.8326091,0.95904905,0,1,0,0,,78.8888888888889,0.8170933,0.19228446,0.37227333,0.17658827,-0.65861756,0.10037824,0.925135820180122,1.3423029272459395,0.3662606132810443,0.73181456,0.63287693,1.6788328,0.95904905,0.97957397,0.97957397,0.84997064,1.147362e10,1.1239261e10,1.1239261e10
JAM,Jamaica,Jamaican Dollar,2006,13798.802,11893.568,2.696334,1.1031734,1970.64,2.8502684,13685.559,12193.456,31664.414,0.35976633,12055.806843464668,30236.125,0.9988571,0.5491742,65.74385753968254,0.87155175,0.9782028,0,1,0,0,,78.8888888888889,0.7970646,0.19786882,0.35737395,0.21467036,-0.6180326,0.05105479,0.9592934599499232,1.4054147286843857,0.38027194046482266,0.7597907,0.668977,1.6445965,0.9476342,1.0190394,1.0190394,0.85526794,1.170482e10,1.1554936e10,1.1554936e10
JAM,Jamaica,Jamaican Dollar,2007,14241.191,10906.45,2.7090419999999997,1.1389807,1970.64,2.8586583,13952.974,11544.761,32374.336,0.33028412,12228.628251018721,30804.814,0.98558956,0.5551115,69.1921618494152,0.91704905,1.1083437,0,1,0,0,,78.8888888888889,0.87731105,0.19165693,0.40465465,0.23268665,-0.8405606,0.1342513,1.0195719957242277,1.522749497211048,0.40789586523556637,0.8278866,0.69534,1.7270626,1.043457,1.0598792,1.0598792,0.8652392,1.207266e10,1.2046461e10,1.2046461e10
JAM,Jamaica,Jamaican Dollar,2008,14230.841,10513.519,2.720282,1.1323617,1970.64,2.8670728,14088.309,10940.365,32752.2,0.3098666,12131.738366383373,31176.396,0.9742281,0.5672993,72.7562034061521,0.98090166,1.263143,0,0,0,0,,74.44444444444444,1.0364454,0.1831097,0.4562228,0.25261432,-1.063158,0.13476574,1.0975109759988313,1.6666835251213992,0.44074336183565305,0.882446,0.7278102,1.8712156,1.1635802,1.0891174,1.0891174,0.90063906,1.2688481e10,1.2729991e10,1.2729991e10
JAM,Jamaica,Jamaican Dollar,2009,14097.456,11515.365,2.730774,1.0876653,1970.64,2.8755121,14011.262,12549.545,31758.928,0.37169155,11757.804944440333,31290.854,0.9629513,0.5708133,87.8941198106535,0.87711006,0.9792722,0,0,0,0,,74.44444444444444,0.7855737,0.13378744,0.39800623,0.12166932,-0.5640985,0.1250618,1.0034877880961728,1.552002816923796,0.40080798824717623,0.8619044,0.7153733,1.7721372,0.89424324,1.0920544,1.0920544,0.8031744,1.1253487e10,1.1222346e10,1.1222346e10
JAM,Jamaica,Jamaican Dollar,2010,13879.064,11457.807,2.741052,1.0537575,1970.64,2.8839762,13822.383,12341.038,31053.584,0.37029567,11588.768221700991,31308.945,0.9643998,0.559319,87.1961368125477,0.9736226,1.0904906,0,0,0,0,,77.77777777777779,0.78749233,0.12472407,0.3876904,0.1145629,-0.54349256,0.12902279,1.1117450867225238,1.750762008036009,0.4430488456164426,0.93901426,0.77904016,2.0126584,0.98266035,1.1079046,1.1079046,0.87879646,1.2147062e10,1.2127049e10,1.2127049e10
JAM,Jamaica,Jamaican Dollar,2011,13971.36,11331.303,2.751273,1.0677572,1970.64,2.8839762,13885.162,11954.545,31376.008,0.3516503,11763.572814362651,31430.191,0.9700932,0.559319,85.8924602083333,1.0619934,1.2335016,0,0,0,0,,83.33333333333333,0.86185974,0.13733904,0.3980822,0.121476345,-0.63907737,0.12032006,1.1974108483779238,1.8890881795459047,0.483461527244653,0.9862286,0.81151354,2.1538012,1.0884084,1.131798,1.131798,0.9383241,1.3028782e10,1.3011426e10,1.3011426e10
JOR,Jordan,Jordanian Dinar,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14711514,0.14711514,,,,
JOR,Jordan,Jordanian Dinar,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15851773,0.15851773,,,,
JOR,Jordan,Jordanian Dinar,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16074462,0.16074462,,,,
JOR,Jordan,Jordanian Dinar,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16230953,0.16230953,,,,
JOR,Jordan,Jordanian Dinar,1954,1382.3792,1544.0972,0.7311967146143041,,,1.2476751,1291.0128,1341.494,1614.79,,1586.9708451857443,4527.803,,0.47303617,0.35704307216612285,0.099877305,0.09611886,0,0,0,0,,,0.72041804,0.0831565,0.42630607,0.016088303,-0.1903497,-0.05561925,0.10193258415754747,0.1611619237045666,0.08444971816800687,0.10149659,0.12085729,0.20761304,0.5868497,0.16391462,0.16391462,0.6093252,7.8664666e8,7.8725536e8,7.8725536e8
JOR,Jordan,Jordanian Dinar,1955,1153.105,1283.0736,0.7618963847982545,,,1.2618499,1075.7588,1113.7933,1643.9996,,1325.482618239072,4604.1797,,0.47303617,0.35714302915946666,0.10695324,0.10330093,0,0,0,0,,,0.80836743,0.093267284,0.5047682,0.016436866,-0.30735353,-0.11548626,0.11598658644413282,0.11083980369940222,0.09176853853304694,0.13871135,0.12190707,0.14159068,0.6204277,0.16649814,0.16649814,0.642369,6.910341e8,6.910282e8,6.910282e8
JOR,Jordan,Jordanian Dinar,1956,1683.353,1851.9894,0.7940999839117366,,,1.284784,1568.8931,1611.2765,1732.386,,1857.6122789793458,4730.6294,,0.47303617,0.35714302915946666,0.110273495,0.107372835,0,0,0,0,,,0.72891694,0.07838496,0.41763276,0.014506805,-0.19828199,-0.041159466,0.09749794023192812,0.35131776509749524,0.08733007112172322,0.13854566,0.12757306,0.44250247,0.6234128,0.17234898,0.17234898,0.63982683,1.0038199e9,1.00449043e9,1.00449043e9
JOR,Jordan,Jordanian Dinar,1957,1729.4338,1929.695,0.8280027121697929,,,1.3081348,1615.5801,1684.1096,1785.4144,,1911.049156966103,4873.243,,0.47303617,0.3570430721661229,0.10774173,0.10335751,0,0,0,0,,,0.7137223,0.07867497,0.4719255,0.014396703,-0.2270759,-0.051643547,0.10518906548954746,0.25229428111086216,0.08750384512494709,0.17156935,0.13209279,0.31977555,0.58107597,0.17788753,0.17788753,0.6056733,9.785137e8,9.785956e8,9.785956e8
JOR,Jordan,Jordanian Dinar,1958,1971.4539,2182.1235,0.8636311877835655,,,1.3319101,1851.8805,1941.0919,1795.0166,,2159.7795854527308,4998.9,,0.47303617,0.3570430721661229,0.10734752,0.10241389,0,0,0,0,,,0.70246255,0.06359946,0.52096695,0.011090325,-0.21801895,-0.08010034,0.1061891417345812,0.2662279880512398,0.08951338988467689,0.1724713,0.13510224,0.3443145,0.56374294,0.1812383,0.1812383,0.5923004,1.0968695e9,1.0942769e9,1.0942769e9
JOR,Jordan,Jordanian Dinar,1959,2261.4216,2487.9043,0.9011861564287516,,,1.3561175,2116.8557,2219.7625,1877.3519,,2550.470625647574,5230.808,,0.47303617,0.3570430721661229,0.09924574,0.09464478,0,0,0,0,,,0.82071805,0.07599319,0.4507011,0.011681248,-0.24996366,-0.10912997,0.0938128542505422,0.21482061794615462,0.0896517293405263,0.14455494,0.12177837,0.2779228,0.514866,0.18357855,0.18357855,0.5406173,1.1444088e9,1.1428803e9,1.1428803e9
JOR,Jordan,Jordanian Dinar,1960,2495.565,2657.2236,0.9410813094701851,0.21195683,,1.380765,2334.7239,2346.56,2018.4525,1.1686476,2702.7738430362633,5611.5586,2.0282285,0.47303617,0.3571430291594667,0.10858498,0.10803728,0,0,0,0,,,0.8113766,0.098262034,0.45207918,0.012629828,-0.27858153,-0.095766135,0.1065749987376097,0.2131407127953949,0.08946663503973785,0.13703682,0.112029195,0.27100432,0.57971483,0.18603186,0.18603186,0.5836902,1.3627555e9,1.3603356e9,1.3603356e9
JOR,Jordan,Jordanian Dinar,1961,2872.005,3107.302,0.9835429017025746,0.22328496,,1.401391,2727.1272,2816.0894,2143.2937,1.3067164,3177.8215405154815,6040.7344,2.22243,0.47303617,0.3571430291594667,0.09980724,0.09665426,0,0,0,0,,,0.7753221,0.08650256,0.40175408,0.013313337,-0.218937,-0.057955034,0.09234339474249774,0.22365166258383665,0.0875460569995958,0.14396276,0.117728226,0.28054637,0.5132225,0.18790318,0.18790318,0.5311631,1.4485494e9,1.4452805e9,1.4452805e9
JOR,Jordan,Jordanian Dinar,1962,3003.3757,3187.6934,1.0354029406524063,0.23559743,,1.4223254,2864.6956,2939.9817,2293.807,1.2384423,3249.3694133939493,6523.079,2.1127274,0.47303617,0.3571430291594667,0.10431687,0.101645544,0,0,0,0,,,0.7671658,0.090998895,0.41602403,0.014373645,-0.23066616,-0.05789618,0.10222822298973001,0.21623812570593412,0.0836873314440506,0.1434276,0.11900537,0.2703487,0.53305876,0.19012278,0.19012278,0.54868156,1.5718056e9,1.567183e9,1.567183e9
JOR,Jordan,Jordanian Dinar,1963,3133.0789,3394.5815,1.0808646270989428,0.24900305,,1.4435723,2981.8843,3129.3916,2434.3232,1.2174227,3461.205034342109,6974.6104,2.101547,0.47303617,0.3571430291594667,0.101773635,0.09697642,0,0,0,0,,,0.79874414,0.08238407,0.43059686,0.016990798,-0.2783644,-0.05035155,0.0974143848139408,0.22330397472785463,0.08660809030194781,0.14395101,0.12244936,0.28173524,0.50351197,0.1923803,0.1923803,0.5290232,1.5774858e9,1.5756861e9,1.5756861e9
JOR,Jordan,Jordanian Dinar,1964,3671.0244,3940.54,1.128146333732324,0.26365346,,1.4651366,3486.4314,3635.313,2641.1191,1.2850696,3975.4774823263474,7594.693,2.2305784,0.47303617,0.3571430291594667,0.10489202,0.10059626,0,0,0,0,,,0.7374819,0.09108405,0.37132448,0.04697067,-0.33897245,0.09211133,0.10123621752442298,0.21881715923065256,0.08420748243350398,0.14311129,0.121693596,0.27730274,0.51482433,0.19541459,0.19541459,0.5367666,1.8714e9,1.8715475e9,1.8715475e9
JOR,Jordan,Jordanian Dinar,1965,4084.2678,4382.677,1.1772602605659903,0.27955925,,1.4870232,3893.8372,4102.796,2894.1826,1.3163726,4428.2844872409405,8278.581,2.2932467,0.47303617,0.3571430291594667,0.10341141,0.098144576,0,0,0,0,,,0.7228293,0.08745863,0.37721372,0.045245714,-0.3022905,0.0695432,0.09936398277446373,0.22227035006278043,0.08360925387744766,0.14948715,0.12651928,0.27773604,0.49363402,0.19837736,0.19837736,0.52128637,2.0298042e9,2.0252796e9,2.0252796e9
JOR,Jordan,Jordanian Dinar,1966,4154.4336,4578.95,1.228190880310108,0.29668358,,1.5059099,3987.0137,4340.792,3126.8296,1.2645735,4554.918494104162,8914.249,2.1925962,0.47303617,0.3571430291594667,0.09978592,0.09165327,0,0,0,0,,,0.74639416,0.078796424,0.39042467,0.045407247,-0.34439427,0.083371766,0.09653569737057342,0.2216838686863542,0.08139779989297014,0.14772007,0.12775144,0.2747341,0.44861522,0.20375746,0.20375746,0.4897289,1.9525558e9,1.9473453e9,1.9473453e9
JOR,Jordan,Jordanian Dinar,1967,4857.72,5068.759,1.3919749516520412,0.31515276,,1.5250366,4707.9077,4894.097,3332.791,1.3358979,5113.118203433035,9495.863,2.2998497,0.47303617,0.3571430291594667,0.11059047,0.106383204,0,0,0,0,,,0.6786496,0.065741904,0.40545204,0.041819528,-0.23146634,0.039803296,0.11595991258032509,0.23042779844495265,0.08217208122881757,0.15495259,0.1360586,0.28315714,0.5053669,0.20972022,0.20972022,0.52732384,2.482592e9,2.4733148e9,2.4733148e9
JOR,Jordan,Jordanian Dinar,1968,5211.118,5136.3906,1.5333631255942446,0.33410102,,1.5444062,5078.142,5002.852,3680.8237,1.2368003,5086.945527184918,10431.445,2.1056097,0.47303617,0.3571430291594667,0.12350196,0.1253606,0,0,0,0,,,0.6435927,0.0933793,0.51168424,0.049034968,-0.26982456,-0.027866602,0.14691363749389938,0.1947702091480064,0.08104888362353087,0.13892733,0.11922495,0.23633897,0.5716865,0.21816048,0.21816048,0.566106,2.8747668e9,2.860063e9,2.860063e9
JOR,Jordan,Jordanian Dinar,1969,5079.1333,5264.3774,1.612110885074044,0.35223204,,1.5640217,4945.389,5148.6147,4284.913,1.1504741,5509.618690501138,12022.581,2.0516524,0.47303617,0.3571430291594667,0.12148563,0.11669035,0,0,0,0,,,0.619136,0.1447823,0.52853394,0.044369165,-0.2519723,-0.08484904,0.13785174166695632,0.17631357771060474,0.08729488704600875,0.14594,0.14643744,0.2131883,0.5074348,0.22877465,0.22877465,0.5310275,2.6261376e9,2.6125862e9,2.6125862e9
JOR,Jordan,Jordanian Dinar,1970,4504.471,4722.621,1.66692,0.3687646,,1.5838865,4384.3184,4578.061,4638.8296,0.9691354,4812.756225692248,12833.08,1.6843394,0.47303617,0.3571429993571431,0.13528755,0.1295622,0,0,0,0,,,0.61464465,0.09782264,0.4997751,0.061497424,-0.2614639,-0.012275865,0.163513701452424,0.16304151466119426,0.09514144582595335,0.121059924,0.15410727,0.19801326,0.5359381,0.24058214,0.24058214,0.5623342,2.465452e9,2.4535572e9,2.4535572e9
JOR,Jordan,Jordanian Dinar,1971,4493.469,4704.946,1.752689,0.3856064,,1.6094106,4381.2314,4588.236,5055.5596,0.8925388,4857.3646753467,13792.063,1.5904807,0.4906878,0.357142999,0.14454292,0.13802168,0,0,0,0,,,0.6094315,0.1479841,0.48986503,0.053440288,-0.28272408,-0.017996784,0.17413091259779834,0.17128082076206155,0.09965580562467505,0.13064463,0.16539675,0.20656124,0.5436546,0.25260025,0.25260025,0.57222,2.5070285e9,2.4944156e9,2.4944156e9
JOR,Jordan,Jordanian Dinar,1972,4753.6426,5023.774,1.825322,0.39657804,,1.6353462,4654.631,4939.031,5540.1064,0.88996196,5134.928371723318,14884.475,1.5828127,0.49259448,0.3571432512891502,0.15139712,0.14267935,0,0,0,0,,,0.5841101,0.15785915,0.4980382,0.069327205,-0.30480668,-0.004528022,0.185162628250164,0.1792484661454479,0.10296837305086515,0.13906224,0.17732207,0.21413131,0.5388278,0.2636209,0.2636209,0.5742986,2.6731482e9,2.661287e9,2.661287e9
JOR,Jordan,Jordanian Dinar,1973,4525.4316,4839.334,1.887681,0.40329146,,1.6616997,4432.8564,4699.65,6118.785,0.80662787,4795.408493664771,16167.812,1.3936484,0.46202233,0.32857086795213,0.18205248,0.17171755,0,0,0,0,,,0.55700403,0.1369592,0.5479241,0.07430185,-0.3346136,0.018424349,0.22893597621845352,0.21871034703132286,0.12522902296855204,0.16464847,0.20850489,0.25823444,0.614615,0.27883863,0.27883863,0.65289545,2.8941919e9,2.8884756e9,2.8884756e9
JOR,Jordan,Jordanian Dinar,1974,4531.199,5040.5938,1.9447329999999998,0.40827185,,1.6884779,4498.661,4571.787,6862.0596,0.73012877,4795.408493664771,17717.053,1.3121974,0.52725345,0.3220916656666667,0.2073084,0.20399249,0,0,0,0,,,0.55169535,0.2154368,0.6141817,0.19550487,-0.52885365,-0.047965042,0.2644900243091719,0.24399867565323968,0.14307448295983566,0.17311244,0.20123766,0.29157797,0.66936654,0.3054797,0.3054797,0.6786323,3.052937e9,3.0602015e9,3.0602015e9
