countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,phi_NR
IRL,Ireland,Euro,2003,141033.33,159315.66,4.0105059999999995,1.8128681,1886.73,3.1583922,139225.88,164264.77,220682.08,1.5354334,164698.24626856996,219727.25,1.050038,0.47440052,0.8860341666666667,1.141604,0.96758926,1,1,0,0,,,0.39619032,0.20196368,0.12659001,0.8560403,-0.4787111,-0.102073185,1.125431827776328,1.1159857170237577,1.2330902529708956,0.66164327,0.6839403,1.2337198,0.0057219574
IRL,Ireland,Euro,2004,146345.42,167601.72,4.085675999999999,1.8678918,1875.29,3.173918,144585.23,171063.12,246274.56,1.4884661,171883.60686091447,243596.62,1.0215919,0.49042818,0.805365,1.2898402,1.0901932,1,1,0,0,,,0.39210173,0.21876642,0.12124052,0.86190796,-0.5028218,-0.09119484,1.266939078136743,1.2300314268676236,1.4718230664535084,0.7074575,0.7248161,1.3566947,0.006344868
IRL,Ireland,Euro,2005,154695.89,181984.42,4.158042,1.9430737,1883.19,3.1895201,154695.89,181984.42,272577.88,1.4908359,181984.421875,272577.88,1.0,0.5072765,0.8041200000000001,1.3106494,1.1141177,1,1,0,0,0.7855314075505274,,0.40359408,0.24031019,0.11388684,0.8409611,-0.5113847,-0.08736746,1.2605638229096898,1.2614900729961407,1.5918737672958432,0.71877736,0.7552179,1.3814285,0.0057704803
IRN,Iran,Iranian Rial,1970,86802.305,385790.06,28.662011,7.0632153,,1.3080736,83784.875,140241.9,304107.56,1.0435693,212117.97773007385,363799.16,1.8432266,0.33420193,75.75000007575,0.11973703,0.07153463,1,0,0,0,0.7106314220579767,,0.34499097,0.18736687,0.09826253,0.4125927,-0.088200845,0.044987768,0.10908504887209876,0.1262674268725575,0.14468307835244043,0.034355905,0.24225579,0.10737985,0.010857111
IRN,Iran,Iranian Rial,1971,100395.32,424031.44,29.421198,7.256586,,1.3297298,96899.53,159743.77,307448.0,1.1528647,238301.4562404833,395765.03,1.9296229,0.33420193,75.75,0.13034828,0.079068415,2,0,0,0,,,0.34267625,0.15904519,0.11478677,0.4389499,-0.09161906,0.03616098,0.11690018910778796,0.14820705560380715,0.14575063234712066,0.04436681,0.25787604,0.11767259,0.009124452
IRN,Iran,Iranian Rial,1972,113128.24,485307.84,30.197688999999997,7.4464016,,1.3517445,109161.016,181876.36,317614.34,1.254096,277099.64706967276,435877.78,2.0746057,0.33420193,75.74997013452024,0.14460412,0.086790465,2,0,0,0,,,0.31626937,0.15592556,0.12896301,0.43545854,-0.09206961,0.055453114,0.12578653593654468,0.18120674290362185,0.1464972306482044,0.04873358,0.28428176,0.13580324,0.010263267
IRN,Iran,Iranian Rial,1973,139616.53,492577.62,31.006190999999998,7.640528,,1.3741237,134546.95,202475.67,332083.8,1.3258008,300844.98790502356,480863.03,2.080286,0.33420193,68.8876345822241,0.18680228,0.124131836,2,0,0,0,,,0.3186742,0.1376052,0.12843966,0.4808773,-0.10936054,0.043764185,0.1560801246513185,0.2576306326072477,0.18714493907034224,0.09359428,0.3249336,0.18482575,0.011164452
IRN,Iran,Iranian Rial,1974,220361.39,353924.72,31.86619,7.844747,,1.3968735,214429.25,262557.7,361511.72,1.6906432,320774.11324897787,536417.1,2.033082,0.33420193,67.6477127824792,0.20428987,0.16684228,2,0,0,0,,,0.29861623,0.17100164,0.16221584,0.48220283,-0.18041556,0.066378966,0.18089715025469147,0.21322481093478704,0.23793366556285017,0.16874444,0.30307153,0.22583911,0.0076011973
IRN,Iran,Iranian Rial,1975,216765.72,388905.22,32.793172999999996,8.067656,,1.4199997,212548.94,272806.88,404719.75,1.6650326,338275.17582664365,627014.44,1.9039316,0.33420193,67.6613173494752,0.22995704,0.17916384,1,0,0,0,0.705983266698031,,0.35340932,0.18965018,0.19375479,0.40372613,-0.2586493,0.11810881,0.19709881721641662,0.2758272441686189,0.24499211609947086,0.18894811,0.33913076,0.27463856,0.0072709154
IRN,Iran,Iranian Rial,1976,228534.77,388204.88,33.788866999999996,8.308641,,1.447815,223147.58,274264.84,422451.5,1.5682716,395559.42955893365,753335.9,1.9383575,0.33420193,70.2456850537521,0.28413433,0.23117757,2,0,0,0,,,0.3118934,0.24547647,0.19660276,0.4384344,-0.2721799,0.079772875,0.23917017910906307,0.3423388983111262,0.2827923314225708,0.20698352,0.33890203,0.3523066,0.006104384
IRN,Iran,Iranian Rial,1977,204300.06,334645.44,34.853522,8.548979,,1.476175,198900.95,236857.6,441210.28,1.2975782,391191.5421027879,868969.7,1.7154067,0.33420193,70.6403842412881,0.3738642,0.31395215,2,0,0,0,,,0.35696188,0.25846165,0.20471571,0.4303369,-0.35783753,0.107361354,0.3187891553944169,0.46764438102274664,0.3514971321655647,0.23820086,0.36016768,0.47751895,0.005469409
IRN,Iran,Iranian Rial,1978,169742.83,283196.47,35.998636999999995,8.803554,,1.5050905,165424.33,195178.08,445941.2,1.0413765,347955.3588375615,951047.75,1.4136076,0.33420193,70.4986699930141,0.44270065,0.37521353,2,0,0,0,,,0.39178458,0.20036408,0.23805901,0.37361717,-0.2865201,0.08269526,0.39603457923762353,0.5762271764770281,0.40711750884597336,0.24574599,0.40193772,0.5596903,0.0072126985
IRN,Iran,Iranian Rial,1979,169047.28,228101.88,37.237306,9.056786,,1.5345724,164610.78,176416.4,432825.38,0.947797,320213.3709404186,992427.8,1.2445093,0.33420193,70.4986699930141,0.52007747,0.4852743,2,0,0,0,,,0.41442364,0.16789459,0.22747941,0.3505903,-0.23534653,0.074958585,0.49990762958373486,0.6471536086493983,0.4630325181414607,0.38257968,0.4520456,0.6534459,0.0071213725
IRN,Iran,Iranian Rial,1980,136780.1,143107.7,38.576541,9.295468,,1.5646318,134127.27,126986.17,417812.88,0.69737124,279220.1569094293,1.0349386e6,1.0394088,0.33420193,70.6385002746612,0.6854899,0.72403854,2,0,0,0,,,0.5273431,0.3141459,0.26995167,0.17528066,-0.34240246,0.055681117,0.6474080244240477,0.813908982149604,0.6104389074006,0.5491506,0.5093818,0.8479801,0.008810402
IRN,Iran,Iranian Rial,1981,127012.3,123137.836,40.012129,9.632472,,1.5911871,124855.414,111175.76,406497.8,0.60744286,270838.53503412206,1.0713288e6,0.96815753,0.33420193,78.3542241696345,0.8017215,0.9003695,2,0,0,0,,,0.5913309,0.2673078,0.2907476,0.18634367,-0.42525542,0.08952552,0.7961122357319513,0.9151845694963835,0.7088141451899773,0.5692556,0.48865062,0.9237995,0.009980973
IRN,Iran,Iranian Rial,1982,135342.02,147558.78,41.533339,9.795509,,1.618193,133557.47,131737.17,394173.38,0.73984087,311064.4174849773,1.1130316e6,1.0719265,0.33420193,83.6305456994118,0.9241076,0.93687665,2,0,0,0,,,0.51351786,0.17237422,0.2288493,0.31480953,-0.3378868,0.10833586,0.9382162471073201,1.0316551883974623,0.8114421061801376,0.4866115,0.48279536,1.0462111,0.009019112
IRN,Iran,Iranian Rial,1983,140619.94,146222.4,43.130528999999996,9.977619,,1.6456573,138385.56,127448.76,375561.53,0.69116366,351673.96572590113,1.1879114e6,1.1468645,0.33420193,86.3868711382413,1.095728,1.1897562,2,0,0,0,,,0.5816719,0.26543805,0.22588122,0.36117893,-0.50879794,0.074627906,1.0963564659695835,1.2383989386014085,0.9264542025858062,0.4617985,0.47470957,1.2763888,0.007726034
IRN,Iran,Iranian Rial,1984,134431.14,137394.4,44.790735,10.341867,,1.6735877,131488.3,119363.08,365611.66,0.61220425,353533.26917007094,1.2621555e6,1.0879917,0.33420193,90.0599210349934,1.224265,1.3486292,2,1,0,0,,,0.6091405,0.28387564,0.21097443,0.3189247,-0.47388533,0.05097004,1.2172016608417924,1.3805788328162432,1.0343315280666592,0.44778815,0.45263743,1.4352549,0.0075771497
IRN,Iran,Iranian Rial,1985,128346.805,140380.67,46.497234999999996,10.69631,,1.701992,126577.36,125080.484,354296.5,0.6245794,359730.9473173053,1.3158032e6,1.0587734,0.33420193,207.3,0.5887475,0.5957932,1,1,0,0,0.7639593009258078,,0.55966485,0.21875405,0.20345932,0.11093162,-0.16109279,0.06828297,0.585055763911564,0.6844315610576428,0.4960255617580021,0.42528078,0.43543068,0.7113235,0.017553892
IRN,Iran,Iranian Rial,1986,112347.64,124043.516,48.257310999999994,11.241751,,1.734021,110995.016,110222.29,384675.16,0.507815,327001.30414929346,1.3440999e6,0.9274652,0.33420193,217.5,0.6582495,0.66286427,2,1,0,0,,,0.5933939,0.22158077,0.19851086,0.054627832,-0.112185195,0.044071827,0.6504761941171122,0.7906833056678643,0.533661202682278,0.41290027,0.4994565,0.7541676,0.020519096
IRN,Iran,Iranian Rial,1987,111856.33,123834.086,50.052662,11.7079115,,1.7648258,110524.38,110307.95,410856.94,0.4735249,327148.8679147044,1.3588419e6,0.9034132,0.33420193,221.6,0.7976425,0.7992076,2,1,0,0,,,0.5682216,0.23816268,0.19938263,0.07265253,-0.10258953,0.024170047,0.7756363502393245,1.0198447276852747,0.5949375352642825,0.46085125,0.54424477,0.90446705,0.017943894
IRN,Iran,Iranian Rial,1988,111421.305,123721.57,51.810745999999995,12.22628,,1.7961781,109858.62,109411.484,444805.6,0.43113625,312658.1061514096,1.3641758e6,0.84378946,0.33420193,237.1,0.8385561,0.841983,2,1,0,0,,,0.58742845,0.17818077,0.21714401,0.11197479,-0.163695,0.06896697,0.8517726251131676,1.075588664425521,0.608301583130425,0.5096521,0.59408003,1.03524,0.019244697
IRN,Iran,Iranian Rial,1989,117627.555,129800.9,53.43777,12.670419,,1.8280872,115543.57,115649.24,478078.03,0.42488208,326617.6383592264,1.3731155e6,0.8621455,0.33420193,299.1,0.78739834,0.78667885,2,1,0,0,,,0.57932824,0.2200685,0.19083843,0.15579985,-0.2449947,0.098959684,0.7848102799865195,1.0135215201112653,0.5344973838282735,0.50313705,0.60927373,0.9061059,0.020530585
IRN,Iran,Iranian Rial,1990,142653.08,161081.0,54.870582999999996,12.895836,,1.8605633,139393.27,145737.38,543253.9,0.48986483,363331.50319331686,1.3900484e6,0.9401231,0.33420193,394.2,0.65308744,0.6246578,2,1,0,0,,,0.59063256,0.22585423,0.17557797,0.18609673,-0.26584888,0.08768737,0.607602384915349,0.945074030194243,0.43050003128393316,0.4934326,0.63888925,0.8246766,0.026656482
IRN,Iran,Iranian Rial,1991,167010.39,189105.36,56.071545,13.021765,,1.9100106,162829.75,168820.08,596777.7,0.5311548,401963.69697774114,1.4339531e6,1.0066057,0.33420193,511.7,0.58893085,0.56803346,2,1,0,0,,,0.56396,0.27184594,0.18151745,0.14974663,-0.2495091,0.08243909,0.5448512209311335,0.8288157659425346,0.3666238505180898,0.5623163,0.6498071,0.81036663,0.021348182
IRN,Iran,Iranian Rial,1992,191475.22,218173.78,57.067645,13.074074,,1.960772,186146.75,202318.28,662213.0,0.57738405,426488.7947889397,1.4823686e6,1.0341647,0.33420193,655.1,0.53374267,0.49108,2,1,0,0,,,0.50690985,0.29376876,0.1802038,0.16966161,-0.2081922,0.057648234,0.5133602950377438,0.7057566884689573,0.3106601550897684,0.42893296,0.6414367,0.7445378,0.024620162
IRN,Iran,Iranian Rial,1993,234931.34,265999.7,57.940444,13.3229,,2.0128825,228330.16,237953.58,747499.1,0.6206186,417565.3273452061,1.5146754e6,0.9831708,0.33420193,890.0830000000001,0.47833082,0.45898592,2,1,0,0,,,0.4652324,0.17964661,0.20012121,0.26885575,-0.15534927,0.041493323,0.44196967048815344,0.7235837665120053,0.34270064587783167,0.4815252,0.60321736,0.6993199,0.025239179
IRN,Iran,Iranian Rial,1994,245566.5,270165.44,58.808654999999995,13.70032,,2.0663779,237696.44,236870.83,844276.0,0.5600055,424769.50891496334,1.530069e6,0.9756017,0.33420193,1221.7,0.45943886,0.4610402,2,1,0,0,,,0.49059293,0.12694892,0.2324959,0.26099214,-0.09449614,-0.01653375,0.4235978036428072,0.8531245868753249,0.32010470494444554,0.5247366,0.62256056,0.6113294,0.025066797
IRN,Iran,Iranian Rial,1995,259440.78,285879.94,59.757113999999994,14.070294,,2.121295,249917.64,248834.92,971978.1,0.5323472,437122.6841337821,1.5420379e6,0.9807717,0.35738927,1725.8,0.44136032,0.44328073,2,1,0,0,,,0.4828372,0.1872593,0.25282866,0.1642433,-0.08431694,-0.002851498,0.42197495666188983,0.7102251814369548,0.27924467456626817,0.57225084,0.6734844,0.5360785,0.02759472
IRN,Iran,Iranian Rial,1996,307097.25,333155.28,60.815686,14.494565,,2.164205,293353.5,292470.47,1.1317768e6,0.55816174,464063.2422530344,1.5708305e6,1.0109237,0.3487018,2194.0,0.39193743,0.39312074,1,1,0,0,0.672520014887307,,0.4449728,0.25038368,0.25974748,0.14213681,-0.087191194,-0.010049551,0.3965936981126947,0.5663256997350397,0.21585914542118642,0.5673507,0.6641833,0.49664423,0.037815787
IRN,Iran,Iranian Rial,1997,318763.56,347083.0,61.955729999999996,15.232241,,2.2079833,304757.66,305945.28,1.1871814e6,0.5410933,482467.9439348688,1.6088364e6,1.0095085,0.36755037,2779.5,0.3527328,0.35136354,2,1,0,0,,,0.45267922,0.25657734,0.2507592,0.106348045,-0.08159185,0.015228073,0.3657838248926468,0.494427208984498,0.18419065433719584,0.5640095,0.64464027,0.43410173,0.03613017
IRN,Iran,Iranian Rial,1998,322331.6,358213.62,63.133032,16.085047,,2.252647,306975.78,314767.2,1.2554741e6,0.50859433,497895.6693596103,1.6484785e6,0.9971377,0.4085331,3206.0,0.34263372,0.33415252,2,1,0,0,,,0.48201707,0.24943875,0.26018557,0.08770817,-0.08243873,0.0030891923,0.37245744437195605,0.4496695366299396,0.18476786268893164,0.50679845,0.6198526,0.40442586,0.04447995
IRN,Iran,Iranian Rial,1999,367816.06,393381.62,64.278307,17.003918,,2.2982142,351934.62,350629.3,1.3260208e6,0.5276079,517780.00233975204,1.6913141e6,0.9913319,0.36644983,4172.0,0.31134307,0.31250215,2,1,0,0,,58.333333333333336,0.4585086,0.2511179,0.22533058,0.13282867,-0.07378112,0.0059953695,0.3366092258229968,0.3869310933762831,0.17569237843381952,0.48124608,0.60160536,0.36877707,0.043065336
IRN,Iran,Iranian Rial,2000,405273.34,417462.84,65.342319,18.038237,,2.344703,392506.5,390804.25,1.397947e6,0.5458376,534862.1239515059,1.7332738e6,0.97997993,0.34711486,5731.0,0.26500544,0.26615974,2,1,0,0,,,0.4559152,0.25400895,0.2302533,0.12450483,-0.07721605,0.012533766,0.27089266246466986,0.35033175684410023,0.15921873094470873,0.47268826,0.5851161,0.30994257,0.04253781
IRN,Iran,Iranian Rial,2001,431667.62,455586.34,66.313553,19.127106,,2.38927,420453.72,424436.56,1.4933511e6,0.5576788,549342.7457732345,1.7879319e6,0.96003777,0.35233963,6163.4,0.26259917,0.260135,2,1,0,0,,,0.45358893,0.26638415,0.22460334,0.11083108,-0.084937446,0.029529942,0.2724763275670137,0.32837014286157723,0.16464640153321114,0.47505194,0.5679744,0.29832393,0.044852275
IRN,Iran,Iranian Rial,2002,499317.97,526080.2,67.21285,20.333134,,2.4346843,489503.3,493365.25,1.5988554e6,0.6084092,592884.5633438162,1.8549155e6,0.9841869,0.32618836,6907.06198235203,0.27608374,0.27392262,2,1,0,0,,,0.45040062,0.2580999,0.20205334,0.15724055,-0.10999563,0.042201202,0.27174352866424334,0.3597734511312255,0.17885460447890078,0.46276844,0.56177074,0.32046896,0.04419741
IRN,Iran,Iranian Rial,2003,554883.25,582723.44,68.061695,21.662643,,2.4809616,545412.56,551229.94,1.724622e6,0.63061,639669.7379240459,1.9349816e6,1.0050001,0.3136093,8193.887519166667,0.25709963,0.25438634,2,1,0,0,,,0.43935153,0.2838683,0.19659387,0.13097811,-0.10297345,0.052181616,0.2548540337036627,0.32441161633510607,0.16492411000928137,0.5174109,0.6131797,0.28712034,0.046389583
IRN,Iran,Iranian Rial,2004,620538.5,645802.56,68.893323,22.94203,,2.5281186,611296.06,619704.3,1.9004149e6,0.6569303,672216.01653356,2.0223918e6,1.0006667,0.29622868,8613.98942075,0.27919793,0.2754097,2,1,0,0,,64.44444444444444,0.45343176,0.27117965,0.1928565,0.14237633,-0.1076293,0.047785096,0.26683165004314024,0.3602579806228172,0.19429234880887022,0.541572,0.6597918,0.29524904,0.04102554
IRN,Iran,Iranian Rial,2005,728643.25,707534.3,69.732007,24.099354,,2.5708706,728643.25,707534.3,2.1177588e6,0.7023076,707534.3109642742,2.1177588e6,1.0,0.28605178,8963.958906666667,0.28214934,0.29056713,1,1,0,0,0.6063303369547974,70.55555555555556,0.46108395,0.24468127,0.19204488,0.16983913,-0.10258885,0.034939595,0.26909350086644096,0.3587381073429636,0.2159148524072987,0.56917703,0.6781463,0.28437153,0.041983746
ISL,Iceland,Iceland Krona,1970,2952.6553,2903.8044,0.204101,0.08853892,2157.64,2.3100836,2876.9883,2949.602,9645.5625,0.84645295,2452.626542676869,9711.581,0.7120559,0.65179133,0.8799999999681583,0.18036295,0.17592277,0,0,0,0,,,0.5054191,0.3062143,0.1411169,0.2652248,-0.2608969,0.04292175,0.20511312865617964,0.1435160889418366,0.17167391290673306,0.18776518,0.20417644,0.19895889,0.003323654
ISL,Iceland,Iceland Krona,1971,3610.8193,3481.4526,0.20682099999999998,0.093323335,2114.88,2.3303154,3520.3984,3548.1208,10528.456,0.93819255,2772.9601134529994,10400.385,0.7552629,0.65179133,0.879999999,0.18757023,0.1861047,0,0,0,0,,,0.4889781,0.43743053,0.12748997,0.19133791,-0.289949,0.044712506,0.2229603506434019,0.14212986819501247,0.20774447354379713,0.22109975,0.2145249,0.19466287,0.002840699
ISL,Iceland,Iceland Krona,1972,3599.3364,3433.222,0.209722,0.09558817,2078.92,2.3507245,3508.1836,3506.7024,11206.697,0.87899226,2944.255133736351,10916.615,0.77187693,0.65179133,0.882603545953388,0.23579444,0.23589404,0,0,0,0,,,0.5253582,0.3410021,0.15048726,0.240172,-0.29132897,0.034309424,0.2576579060748578,0.1969756950512517,0.2474307762117906,0.22728004,0.22844502,0.26758727,0.00258872
ISL,Iceland,Iceland Krona,1973,4128.43,3641.289,0.212673,0.09813434,2059.88,2.3713121,4019.5657,3903.6948,12152.556,0.9208172,3144.641424367475,11664.574,0.7874306,0.65179133,0.9044493601612381,0.28196523,0.29033458,0,0,0,0,,,0.49301505,0.40884474,0.14788288,0.26636344,-0.32885447,0.012748325,0.31972854189131,0.22989424386417806,0.30002717646541716,0.2795636,0.2548943,0.30927455,0.002492037
ISL,Iceland,Iceland Krona,1974,4403.4746,3857.363,0.21548499999999998,0.101435326,2033.19,2.39208,4360.9385,4087.3596,13409.818,0.94945425,3324.0838507224303,12575.146,0.789457,0.6815766,0.9995166665004995,0.34229302,0.3652037,0,0,0,0,,,0.5193026,0.49863634,0.15496862,0.26605144,-0.47039998,0.03144107,0.3979812488851852,0.26620385327968565,0.40050996861388555,0.30284026,0.2728058,0.36242738,0.002377724
ISL,Iceland,Iceland Krona,1975,4220.5693,3970.8748,0.218031,0.103097744,2006.47,2.4130301,4237.51,4165.8413,14558.772,0.9336177,3345.562587296481,13376.286,0.76524377,0.6325128,1.536949999749415,0.3270974,0.33272472,0,0,0,0,,,0.45776665,0.47798812,0.16866091,0.2467569,-0.3958531,0.044680458,0.40487463969457393,0.24696588286208554,0.34309437517144875,0.2991414,0.29609028,0.33965275,0.002792534
ISL,Iceland,Iceland Krona,1976,4310.516,4048.9207,0.22025999999999998,0.106853075,1975.9,2.434703,4301.6484,4166.679,15167.85,0.87697715,3544.936957375526,13950.537,0.7761693,0.61529005,1.821716666371351,0.38235134,0.39473665,0,0,0,0,,,0.48125306,0.36958992,0.17720424,0.29871798,-0.37106934,0.044304177,0.4447680169570682,0.30737496110764706,0.3692155410399868,0.3246043,0.3039652,0.41810265,0.0027918965
ISL,Iceland,Iceland Krona,1977,4963.227,4584.795,0.222238,0.10731776,1930.26,2.4565709,4933.4575,4682.034,16377.514,0.95607865,3857.6811239887015,14716.187,0.8214009,0.6562082,1.988699999677622,0.4410278,0.4647108,0,0,0,0,,,0.4847662,0.41597626,0.16140144,0.29066518,-0.3882125,0.035403438,0.5183981885582043,0.33546820603456545,0.48070348139966745,0.37666732,0.33399388,0.43946803,0.0023827928
ISL,Iceland,Iceland Krona,1978,5156.749,4799.7124,0.224096,0.1105189,1888.45,2.478635,5126.507,4899.0737,17640.166,0.9540683,4089.786787201942,15375.421,0.8365424,0.6781305,2.711108332897482,0.48270836,0.5051175,0,0,0,0,,,0.5003724,0.3470129,0.1672009,0.3088018,-0.36705878,0.043670826,0.5497293174753665,0.36097675119036826,0.5347834654416673,0.42365986,0.37464738,0.46176842,0.0024653282
ISL,Iceland,Iceland Krona,1979,5238.102,4969.5254,0.22602499999999998,0.11149041,1873.89,2.5008974,5204.772,5111.973,18759.266,0.975305,4288.574243350496,16003.845,0.8556774,0.6823324,3.525999999432815,0.5401127,0.5499175,0,0,0,0,,,0.4937068,0.34386086,0.16827996,0.3383164,-0.3684819,0.024317885,0.6175943115286773,0.4008885102660763,0.5972826464222185,0.45724943,0.43807137,0.5013419,0.0025947865
ISL,Iceland,Iceland Krona,1980,5532.466,5261.4956,0.22816,0.11504746,1863.71,2.5233598,5537.259,5368.7876,19881.379,0.9975872,4535.078090467586,16785.875,0.86697894,0.66043884,4.797641665898905,0.6016147,0.6204932,0,0,0,0,,,0.49012706,0.37643912,0.16460912,0.36070985,-0.41282135,0.020936225,0.7001365653114587,0.4459200737502723,0.664316669705168,0.480825,0.45129958,0.5553461,0.0024033596
ISL,Iceland,Iceland Krona,1981,5808.614,5523.1714,0.230543,0.12045268,1856.43,2.5452418,5822.477,5598.4995,21193.695,0.9782696,4728.499493180882,17557.105,0.8587871,0.65651983,7.224183332333334,0.5910298,0.61467505,0,0,0,0,,,0.4986882,0.38501456,0.17146403,0.33085302,-0.4082067,0.022186864,0.6991868492174932,0.427745193153794,0.6431128515490956,0.48296842,0.44680628,0.5402798,0.002606051
ISL,Iceland,Iceland Krona,1982,6034.772,5887.223,0.23313099999999998,0.12328108,1858.98,2.5649157,6075.7896,5886.864,22223.922,1.0131719,4830.378147006226,18288.842,0.8475612,0.62492454,12.35153333275,0.51995105,0.5366377,0,0,0,0,,,0.4989574,0.4079466,0.17374364,0.25283137,-0.36772442,0.034245465,0.6216002781696236,0.3688812116805965,0.5827437512006226,0.46015188,0.43501157,0.49525428,0.0029703684
ISL,Iceland,Iceland Krona,1983,5382.153,5281.7227,0.235861,0.124204025,1859.64,2.5798695,5391.936,5350.4824,21695.844,0.8749312,4726.468902279294,18860.217,0.81264037,0.5682701,24.84276666575,0.5053802,0.5092957,0,0,0,0,,,0.51997906,0.26647988,0.19936457,0.31710857,-0.34925818,0.04632609,0.5666654895945612,0.40174941925049773,0.4840546797802874,0.4410942,0.43632025,0.44247606,0.0035845297
ISL,Iceland,Iceland Krona,1984,5930.7954,5765.3345,0.238641,0.12621899,1857.65,2.5949109,5907.8877,5871.2256,22052.18,0.9028947,4921.63039127303,19496.215,0.8238153,0.5617795,31.69374166625,0.47766685,0.48064965,0,1,0,0,,,0.48941994,0.33799618,0.17911881,0.30065244,-0.34216338,0.034975942,0.5838227753699194,0.32951273771287265,0.46717514667063376,0.42158267,0.41997436,0.43213093,0.003665468
ISL,Iceland,Iceland Krona,1985,5899.596,5859.8823,0.241398,0.13123235,1856.02,2.6100397,5926.4683,5907.249,22518.799,0.8660564,5083.691873721168,20166.064,0.81738454,0.613389,41.50766666666667,0.49605384,0.49766776,0,1,0,0,,,0.51063085,0.29901394,0.19174801,0.34101108,-0.37495714,0.032553304,0.5915511502309674,0.3456833610836649,0.4762310034726425,0.4039937,0.40816408,0.42466596,0.0035027077
ISL,Iceland,Iceland Krona,1986,6251.1523,6471.5874,0.24412399999999998,0.13588087,1848.02,2.6240633,6283.0244,6426.903,23357.299,0.9035276,5402.466905767876,20789.637,0.83751255,0.62972844,41.10415833333333,0.6255781,0.6115734,0,1,0,0,,,0.5045433,0.24438238,0.19090247,0.3806649,-0.36414027,0.043647144,0.714159379250902,0.46125253766728147,0.601823404702792,0.44791365,0.47663236,0.52356315,0.0026046878
ISL,Iceland,Iceland Krona,1987,7028.7275,7300.9897,0.246837,0.14434032,1846.61,2.6381624,7063.4067,7112.151,24342.457,0.94368684,5864.158472626753,21593.996,0.8597189,0.656437,38.67718333333333,0.7699599,0.76468277,0,1,0,0,,,0.5302675,0.2887255,0.18437064,0.3869266,-0.41795552,0.027665308,0.875327653055467,0.5483296922472826,0.813986421115015,0.49969926,0.53203994,0.66014135,0.0019222036
ISL,Iceland,Iceland Krona,1988,7194.069,7121.643,0.249526,0.13885726,1854.68,2.652337,7199.299,7246.499,25348.371,0.9560043,5858.896795910614,22350.574,0.8676419,0.6563775,43.01398333333334,0.8356607,0.8302176,0,1,0,0,,,0.50197375,0.3105328,0.18976937,0.3776073,-0.3982534,0.01837018,0.9811681535124119,0.5570435124796136,0.9066882916304285,0.54920846,0.5774749,0.702782,0.0017843948
ISL,Iceland,Iceland Krona,1989,6943.2573,6820.5938,0.252179,0.1364688,1849.49,2.6665878,6897.982,6957.002,25881.604,0.90133595,5874.038520247206,22972.842,0.8679873,0.6250344,57.04179166666666,0.81016946,0.80329627,0,1,0,0,,,0.50387347,0.2616661,0.20356224,0.35850948,-0.35011095,0.022499692,0.9386125106578812,0.5772968453448684,0.7915793743585918,0.5618028,0.57503456,0.6662844,0.0019910708
ISL,Iceland,Iceland Krona,1990,6951.748,7012.098,0.254793,0.13692404,1838.8,2.6809154,6831.6978,6900.066,26311.932,0.88475025,5942.727783971843,23636.01,0.86445206,0.6649819,58.283775,0.9328439,0.923601,0,1,0,0,,,0.52996284,0.24640316,0.2007255,0.3871125,-0.38878286,0.024578808,1.0420608322583953,0.7113180929942057,0.9164222326344517,0.59390783,0.61855364,0.7619723,0.0018457618
ISL,Iceland,Iceland Krona,1991,7144.54,7149.284,0.257359,0.13716568,1842.51,2.6967494,7003.9497,7023.8613,26565.025,0.89711803,5929.444271332967,24278.486,0.85076034,0.7010602,58.99634166666667,0.97193176,0.9691764,0,1,0,0,,,0.5368258,0.27047846,0.20212127,0.3700582,-0.39180586,0.012322157,1.0947262899343968,0.7177532303165095,0.9859358764047355,0.60458124,0.6319171,0.8243688,0.0026751256
ISL,Iceland,Iceland Krona,1992,6833.8193,6769.997,0.259881,0.13734353,1858.74,2.712677,6675.8696,6699.333,26609.398,0.8272326,5729.39109832809,24735.51,0.81335264,0.6953598,57.54593333333333,1.044969,1.041309,0,1,0,0,,,0.53800195,0.2512336,0.20801312,0.3811102,-0.39951888,0.021160034,1.1765556409137439,0.7503769970558646,1.0604365200878314,0.5981062,0.6276632,0.8766941,0.0028560555
ISL,Iceland,Iceland Krona,1993,6876.5234,6865.7573,0.262386,0.13716772,1827.99,2.7286987,6715.0293,6707.9346,27026.377,0.81315374,5804.643755092487,25038.648,0.81832695,0.6856417,67.60318166666667,0.9123502,0.9133151,0,1,0,0,,,0.5133054,0.24584676,0.21021762,0.34524533,-0.338121,0.02350585,1.0362647504983598,0.628259054099441,0.9420186515930853,0.6042287,0.59494966,0.7726786,0.0031467795
ISL,Iceland,Iceland Krona,1994,7063.178,6983.3643,0.264909,0.13708079,1813.23,2.7448149,6851.4307,6894.948,27575.883,0.8146342,6014.125101818258,25350.988,0.8414661,0.6663741,69.94437833333333,0.9187578,0.91295904,0,1,0,0,,,0.5151281,0.21409015,0.21325256,0.3807535,-0.35025555,0.027031276,1.015146385551965,0.68253612503416,0.9230733229120639,0.6196177,0.60967886,0.76735634,0.00328713
